 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  17. 5.2021    Time:  18:49:54
 Units: L = m    , T = days , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency
     2032  0.8700000E+02  0.69737E-01    3     7200    -4     1     T
     2040  0.8800000E+02  0.15546E+00    3     7228    -4     1     T
     2045  0.8900000E+02  0.20000E+00    6     7250    -4     1     T
     2129  0.9000000E+02  0.27396E-01    4     7589    -4     1     T
     2155  0.9100000E+02  0.61710E-01    4     7692    -4     1     T
     2210  0.9200000E+02  0.58201E-01    5     7899    -4     1     T
     2229  0.9300000E+02  0.62993E-01    4     7976    -4     1     T
     2243  0.9400000E+02  0.75779E-01    3     8030    -4     1     T
     2253  0.9500000E+02  0.10000E+00    4     8070    -4     1     T
     2282  0.9600000E+02  0.74740E-01   11     8748     4     1     T
     2290  0.9700000E+02  0.22387E+00    4     8770     4     1     T
     2317  0.9800000E+02  0.18704E+00    3     8844    -4     1     T
     2355  0.9900000E+02  0.52888E-01    3     8970    -4     1     T
     2378  0.1000000E+03  0.14300E+00    2     9022    -4     1     T
     2397  0.1010000E+03  0.91670E-01    3     9477     4     1     T
     2402  0.1020000E+03  0.25000E+00    4     9497     4     1     T
     2406  0.1030000E+03  0.26667E+00    3     9510     4     1     T
     2408  0.1040000E+03  0.50000E+00    9     9524     4     1     T
     2411  0.1050000E+03  0.33333E+00    3     9535     4     1     T
     2413  0.1060000E+03  0.50000E+00    4     9543     4     1     T
     2415  0.1070000E+03  0.50000E+00    4     9550     4     1     T
     2417  0.1080000E+03  0.50000E+00    3     9556     4     1     T
     2419  0.1090000E+03  0.50000E+00    3     9562     4     1     T
     2420  0.1100000E+03  0.10000E+01    6     9568     4     1     T
     2510  0.1110000E+03  0.19977E-01    4     9972    -4     1     T
     2540  0.1120000E+03  0.69095E-01    4    10091    -4     1     T
     2571  0.1130000E+03  0.12122E+00    4    10732     4     1     T
     2577  0.1140000E+03  0.19753E+00    4    10753     4     1     T
     2581  0.1150000E+03  0.26667E+00    3    10767     4     1     T
     2711  0.1160000E+03  0.15545E-01    5    11359    -4     1     T
     2776  0.1170000E+03  0.30774E-01    4    11609    -4     1     T
     2797  0.1180000E+03  0.67145E-01    4    11692    -4     1     T
     2828  0.1190000E+03  0.18511E+00    4    12191     4     1     T
     2834  0.1200000E+03  0.17500E+00    3    12212     4     1     T
     2838  0.1210000E+03  0.25000E+00    4    12228     4     1     T
     2947  0.1220000E+03  0.17426E-01    4    12703    -4     1     T
     3086  0.1230000E+03  0.77601E-02    6    13417    -4     1     T
     3222  0.1240000E+03  0.11198E-01    5    14036    -4     1     T
     3275  0.1250000E+03  0.34266E-01    3    14252    -4     1     T
     3326  0.1260000E+03  0.69207E-01    3    14454    -4     1     T
     3412  0.1270000E+03  0.18815E-01    4    14788    -4     1     T
     3458  0.1280000E+03  0.31108E-01    5    14977    -4     1     T
     3491  0.1290000E+03  0.30339E-01    3    15123    -4     1     T
     3545  0.1300000E+03  0.54388E-01    4    15328    -4     1     T
     3561  0.1310000E+03  0.69288E-01    4    15394    -4     1     T
     3631  0.1320000E+03  0.29077E-01    3    15668    -4     1     T
     3669  0.1330000E+03  0.49026E-01    3    15794    -4     1     T
     3712  0.1340000E+03  0.47874E-01    3    15944    -4     1     T
     3742  0.1350000E+03  0.65968E-01    4    16037    -4     1     T
     3757  0.1360000E+03  0.66729E-01    3    16096    -4     1     T
     3768  0.1370000E+03  0.10337E+00    4    16139    -4     1     T
     3834  0.1380000E+03  0.37862E-01    4    16397    -4     1     T
     3853  0.1390000E+03  0.80982E-01    3    16472    -4     1     T
     3862  0.1400000E+03  0.11111E+00    5    16510    -4     1     T
     3916  0.1410000E+03  0.87542E-01    5    16729    -4     1     T
     3941  0.1420000E+03  0.10412E+00    4    16795    -4     1     T
     3963  0.1430000E+03  0.26354E-01    2    17264     4     1     T
     3977  0.1440000E+03  0.12382E+00    4    17411     4     1     T
     4024  0.1450000E+03  0.64701E-01    4    17603    -4     1     T
     4049  0.1460000E+03  0.13357E+00    4    17987     4     1     T
     4110  0.1470000E+03  0.32184E-01    4    18243    -4     1     T
     4140  0.1480000E+03  0.66370E-01    4    18341    -4     1     T
     4172  0.1490000E+03  0.58913E-01    4    18761     4     1     T
     4295  0.1500000E+03  0.11967E-01    4    19305    -4     1     T
     4377  0.1510000E+03  0.14722E-01    5    19651    -4     1     T
     4439  0.1520000E+03  0.20156E-01    3    19914    -4     1     T
     4469  0.1530000E+03  0.43117E-01    4    20039    -4     1     T
     4501  0.1540000E+03  0.66924E-01    4    20487     4     1     T
     4512  0.1550000E+03  0.94850E-01    4    20534     4     1     T
     4523  0.1560000E+03  0.90488E-01    4    20578     4     1     T
     4533  0.1570000E+03  0.13573E+00    5    20619     4     1     T
     4619  0.1580000E+03  0.37095E-01    6    21000    -4     1     T
     4663  0.1590000E+03  0.40606E-01    2    21566     4     1     T
     4708  0.1600000E+03  0.69399E-01    3    21744    -4     1     T
     4733  0.1610000E+03  0.10101E+00    3    22126     4     1     T
     4973  0.1620000E+03  0.50730E-02    5    23230    -4     1     T
     5094  0.1630000E+03  0.15521E-01    3    23745    -4     1     T
     5153  0.1640000E+03  0.18392E-01    4    24510     4     1     T
     5179  0.1650000E+03  0.57778E-01    4    24707     4     1     T
     5210  0.1660000E+03  0.99422E-01    5    24809    -4     1     T
     5228  0.1670000E+03  0.15734E+00    4    25069     4     1     T
     5234  0.1680000E+03  0.17857E+00    4    25092     4     1     T
     5239  0.1690000E+03  0.20000E+00    4    25112     4     1     T
     5244  0.1700000E+03  0.20000E+00    4    25132     4     1     T
     5249  0.1710000E+03  0.20000E+00    4    25152     4     1     T
     5254  0.1720000E+03  0.20000E+00    4    25172     4     1     T
     5259  0.1730000E+03  0.20000E+00    4    25192     4     1     T
     5264  0.1740000E+03  0.20000E+00    3    25210     4     1     T
     5268  0.1750000E+03  0.25000E+00    4    25226     4     1     T
     5272  0.1760000E+03  0.25000E+00    4    25242     4     1     T
     5276  0.1770000E+03  0.25000E+00    4    25258     4     1     T
     5280  0.1780000E+03  0.25000E+00    4    25274     4     1     T
     5284  0.1790000E+03  0.25000E+00    4    25290     4     1     T
     5288  0.1800000E+03  0.25000E+00    4    25306     4     1     T
     5292  0.1810000E+03  0.25000E+00    4    25322     4     1     T
     5296  0.1820000E+03  0.25000E+00    4    25338     4     1     T
     5300  0.1830000E+03  0.25000E+00    3    25353     4     1     T
     5303  0.1840000E+03  0.33333E+00    4    25365     4     1     T
     5306  0.1850000E+03  0.33333E+00    4    25377     4     1     T
     5309  0.1860000E+03  0.33333E+00    4    25389     4     1     T
     5503  0.1870000E+03  0.70610E-02    4    26345    -4     1     T
     5589  0.1880000E+03  0.31665E-01    5    26712    -4     1     T
     5625  0.1890000E+03  0.95129E-01    5    27141     4     1     T
     5634  0.1900000E+03  0.13424E+00    4    27174     4     1     T
     5640  0.1910000E+03  0.17143E+00    4    27197     4     1     T
     5645  0.1920000E+03  0.25000E+00    4    27216     4     1     T
     5648  0.1930000E+03  0.37500E+00    4    27227     4     1     T
     5651  0.1940000E+03  0.33333E+00    3    27238     4     1     T
     5653  0.1950000E+03  0.66667E+00    6    27247     4     1     T
     5655  0.1960000E+03  0.50000E+00    5    27257     4     1     T
     5657  0.1970000E+03  0.50000E+00    4    27266     4     1     T
     5659  0.1980000E+03  0.50000E+00    4    27274     4     1     T
     5661  0.1990000E+03  0.50000E+00    4    27282     4     1     T
     5663  0.2000000E+03  0.50000E+00    4    27290     4     1     T
     5665  0.2010000E+03  0.50000E+00    4    27298     4     1     T
     5667  0.2020000E+03  0.50000E+00    4    27306     4     1     T
     5769  0.2030000E+03  0.20430E-01    4    27769    -4     1     T
     5874  0.2040000E+03  0.95937E-02    5    28265    -4     1     T
     6284  0.2050000E+03  0.26745E-02    5    30256    -4     1     T
     6567  0.2060000E+03  0.60928E-02    5    31567    -4     1     T
     6674  0.2070000E+03  0.22019E-01    6    32232     4     1     T
     6752  0.2080000E+03  0.24571E-01    4    32548    -4     1     T
     6855  0.2090000E+03  0.17723E-01    4    32959    -4     1     T
     6897  0.2100000E+03  0.47659E-01    5    33128    -4     1     T
     6945  0.2110000E+03  0.44097E-01    4    33877     4     1     T
     6964  0.2120000E+03  0.54458E-01    4    33952     4     1     T
     6979  0.2130000E+03  0.70131E-01    4    34011     4     1     T
     7106  0.2140000E+03  0.16386E-01    4    34645    -4     1     T
     7234  0.2150000E+03  0.98418E-02    4    35213    -4     1     T
     7296  0.2160000E+03  0.40787E-01    5    35461    -4     1     T
     7340  0.2170000E+03  0.46119E-01    4    36189     4     1     T
     7432  0.2180000E+03  0.30667E-01    4    36570    -4     1     T
     7468  0.2190000E+03  0.72513E-01    4    36688    -4     1     T
     7493  0.2200000E+03  0.89373E-01    3    36753    -4     1     T
     7520  0.2210000E+03  0.19350E-01    2    37338     4     1     T
     7592  0.2220000E+03  0.41514E-01    3    37627    -4     1     T
     7606  0.2230000E+03  0.90353E-01    5    37686    -4     1     T
     7640  0.2240000E+03  0.17372E+00    5    38289     4     1     T
     7648  0.2250000E+03  0.12500E+00    4    38321     4     1     T
     7655  0.2260000E+03  0.18750E+00    5    38350     4     1     T
     7662  0.2270000E+03  0.14286E+00    4    38378     4     1     T
     7832  0.2280000E+03  0.93587E-02    5    39239    -4     1     T
     7903  0.2290000E+03  0.26708E-01    4    39544    -4     1     T
     7955  0.2300000E+03  0.96361E-01    6    39735    -4     1     T
     7985  0.2310000E+03  0.63878E-01    5    39838    -4     1     T
     8016  0.2320000E+03  0.72023E-01    7    40389     4     1     T
     8027  0.2330000E+03  0.23756E+00    5    40428     4     1     T
     8252  0.2340000E+03  0.46691E-02    5    41494    -4     1     T
     8397  0.2350000E+03  0.19623E-01    4    42110    -4     1     T
     8452  0.2360000E+03  0.13227E-01    2    42791     4     1     T
     8504  0.2370000E+03  0.84829E-01    5    42999    -4     1     T
     8516  0.2380000E+03  0.99885E-01    5    43052    -4     1     T
     8654  0.2390000E+03  0.13665E-01    4    43648    -4     1     T
     8718  0.2400000E+03  0.36334E-01    4    43884    -4     1     T
     8752  0.2410000E+03  0.49950E-01    4    43996    -4     1     T
     8839  0.2420000E+03  0.18603E-01    4    44334    -4     1     T
     8893  0.2430000E+03  0.29355E-01    4    44532    -4     1     T
     8918  0.2440000E+03  0.73697E-01    4    44629    -4     1     T
     8946  0.2450000E+03  0.69169E-01    5    44725    -4     1     T
     8974  0.2460000E+03  0.78084E-01    5    45131     4     1     T
     9021  0.2470000E+03  0.54704E-01    4    45315    -4     1     T
     9047  0.2480000E+03  0.52336E-01    4    45610     4     1     T
     9087  0.2490000E+03  0.66846E-01    4    45767    -4     1     T
     9110  0.2500000E+03  0.82990E-01    4    46139     4     1     T
     9122  0.2510000E+03  0.83993E-01    4    46187     4     1     T
     9232  0.2520000E+03  0.14415E-01    4    46659    -4     1     T
     9281  0.2530000E+03  0.36316E-01    5    46844    -4     1     T
     9300  0.2540000E+03  0.66135E-01    3    46925    -4     1     T
     9332  0.2550000E+03  0.50940E-01    4    47610     4     1     T
     9415  0.2560000E+03  0.25817E-01    3    47947    -4     1     T
     9464  0.2570000E+03  0.21555E-01    5    48158    -4     1     T
     9511  0.2580000E+03  0.21555E-01    5    48373    -4     1     T
     9544  0.2590000E+03  0.36036E-01    4    48510    -4     1     T
     9578  0.2600000E+03  0.49946E-01    3    48617    -4     1     T
     9590  0.2610000E+03  0.82699E-01    4    48666    -4     1     T
     9598  0.2620000E+03  0.15949E+00    5    48703    -4     1     T
     9642  0.2630000E+03  0.68536E-01    3    48859    -4     1     T
     9651  0.2640000E+03  0.13783E+00    6    48899    -4     1     T
     9666  0.2650000E+03  0.99465E-02    2    49262     4     1     T
     9683  0.2660000E+03  0.14806E+00    5    49413     4     1     T
     9690  0.2670000E+03  0.14286E+00    3    49443     4     1     T
     9694  0.2680000E+03  0.31250E+00    5    49459     4     1     T
     9697  0.2690000E+03  0.33333E+00    3    49470     4     1     T
    10007  0.2700000E+03  0.50805E-02    5    50844    -4     1     T
    10139  0.2710000E+03  0.13532E-01    5    51397    -4     1     T
    10212  0.2720000E+03  0.13149E-01    4    51704    -4     1     T
    10271  0.2730000E+03  0.23047E-01    4    51938    -4     1     T
    10308  0.2740000E+03  0.30106E-01    3    52084    -4     1     T
    10333  0.2750000E+03  0.40939E-01    4    52184    -4     1     T
    10364  0.2760000E+03  0.52510E-01    4    52679     4     1     T
    10381  0.2770000E+03  0.68920E-01    4    52746     4     1     T
    10395  0.2780000E+03  0.70838E-01    4    52802     4     1     T
    10407  0.2790000E+03  0.10626E+00    5    52853     4     1     T
    10418  0.2800000E+03  0.90522E-01    4    52897     4     1     T
    10429  0.2810000E+03  0.90522E-01    4    52941     4     1     T
    10440  0.2820000E+03  0.90522E-01    3    52984     4     1     T
    10448  0.2830000E+03  0.12500E+00    5    53024     4     1     T
    10456  0.2840000E+03  0.12500E+00    4    53058     4     1     T
    10464  0.2850000E+03  0.12500E+00    4    53090     4     1     T
    10472  0.2860000E+03  0.12500E+00    4    53122     4     1     T
    10523  0.2870000E+03  0.44076E-01    4    53331    -4     1     T
    10551  0.2880000E+03  0.67916E-01    4    53416    -4     1     T
    10576  0.2890000E+03  0.92635E-01    5    53491    -4     1     T
    10587  0.2900000E+03  0.12405E+00    4    53539    -4     1     T
    10594  0.2910000E+03  0.15556E+00    3    53565    -4     1     T
    10619  0.2920000E+03  0.11004E+00    3    53630    -4     1     T
    10651  0.2930000E+03  0.65846E-01    4    53734    -4     1     T
    10684  0.2940000E+03  0.37543E-01    5    53862    -4     1     T
    10726  0.2950000E+03  0.39956E-01    4    54014    -4     1     T
    10745  0.2960000E+03  0.69442E-01    3    54090    -4     1     T
    10756  0.2970000E+03  0.11027E+00    4    54135    -4     1     T
    10789  0.2980000E+03  0.93194E-01    3    54241    -4     1     T
    10811  0.2990000E+03  0.19550E+00    4    54292    -4     1     T
    10816  0.3000000E+03  0.20000E+00    4    54312    -4     1     T
    10844  0.3010000E+03  0.92816E-01    3    54394    -4     1     T
    10851  0.3020000E+03  0.14286E+00    3    54420    -4     1     T
    10854  0.3030000E+03  0.37500E+00    5    54433    -4     1     T
    10876  0.3040000E+03  0.19550E+00    4    54480    -4     1     T
    10898  0.3050000E+03  0.19550E+00    4    54527    -4     1     T
    10903  0.3060000E+03  0.20000E+00    4    54546    -4     1     T
    10925  0.3070000E+03  0.19550E+00    3    54595    -4     1     T
    11040  0.3080000E+03  0.13459E-01    5    55095    -4     1     T
    11156  0.3090000E+03  0.12782E-01    4    55608    -4     1     T
    11228  0.3100000E+03  0.25796E-01    5    55908    -4     1     T
    11275  0.3110000E+03  0.31365E-01    4    56073    -4     1     T
    11359  0.3120000E+03  0.24030E-01    4    56397    -4     1     T
    11410  0.3130000E+03  0.29173E-01    4    56577    -4     1     T
    11436  0.3140000E+03  0.38819E-01    5    56694    -4     1     T
    11488  0.3150000E+03  0.35584E-01    4    56881    -4     1     T
    11523  0.3160000E+03  0.59940E-01    5    56996    -4     1     T
    11541  0.3170000E+03  0.62761E-01    4    57068    -4     1     T
    11569  0.3180000E+03  0.64844E-01    3    57147    -4     1     T
    11581  0.3190000E+03  0.82699E-01    4    57195    -4     1     T
    11647  0.3200000E+03  0.40005E-01    4    57449    -4     1     T
    11672  0.3210000E+03  0.40939E-01    4    57549    -4     1     T
    11705  0.3220000E+03  0.49431E-01    4    57656    -4     1     T
    11733  0.3230000E+03  0.80931E-01    4    57737    -4     1     T
    11744  0.3240000E+03  0.11027E+00    5    57783    -4     1     T
    11768  0.3250000E+03  0.10427E+00    4    57844    -4     1     T
    11850  0.3260000E+03  0.23238E-01    4    58161    -4     1     T
    11898  0.3270000E+03  0.31795E-01    3    58332    -4     1     T
    11932  0.3280000E+03  0.51672E-01    4    58442    -4     1     T
    11949  0.3290000E+03  0.65613E-01    5    58518    -4     1     T
    11986  0.3300000E+03  0.65910E-01    4    58641    -4     1     T
    12011  0.3310000E+03  0.89373E-01    5    58717    -4     1     T
    12022  0.3320000E+03  0.12405E+00    6    58765    -4     1     T
    12031  0.3330000E+03  0.11111E+00    2    58799    -4     1     T
    12053  0.3340000E+03  0.19550E+00    4    58849    -4     1     T
    12075  0.3350000E+03  0.19550E+00    5    58899    -4     1     T
    12099  0.3360000E+03  0.12351E+00    3    58962    -4     1     T
    12121  0.3370000E+03  0.19550E+00    5    59015    -4     1     T
    12143  0.3380000E+03  0.19550E+00    6    59068    -4     1     T
    12166  0.3390000E+03  0.13034E+00    4    59124    -4     1     T
    12173  0.3400000E+03  0.14286E+00    5    59159    -4     1     T
    12196  0.3410000E+03  0.13034E+00    5    59218    -4     1     T
    12264  0.3420000E+03  0.30333E-01    4    59483    -4     1     T
    12301  0.3430000E+03  0.99622E-01    6    59607    -4     1     T
    12313  0.3440000E+03  0.91729E-01    3    59653    -4     1     T
    12364  0.3450000E+03  0.48847E-01    4    59837    -4     1     T
    12392  0.3460000E+03  0.95286E-01    5    59923    -4     1     T
    12416  0.3470000E+03  0.10427E+00    4    59985    -4     1     T
    12456  0.3480000E+03  0.68388E-01    4    60124    -4     1     T
    12469  0.3490000E+03  0.11443E+00    4    60177    -4     1     T
    12479  0.3500000E+03  0.10000E+00    4    60217    -4     1     T
    12502  0.3510000E+03  0.13034E+00    5    60276    -4     1     T
    12509  0.3520000E+03  0.14286E+00    5    60311    -4     1     T
    12533  0.3530000E+03  0.16002E+00    4    60375    -4     1     T
    12556  0.3540000E+03  0.14300E+00    3    60430    -4     1     T
    12578  0.3550000E+03  0.19550E+00    4    60481    -4     1     T
    12600  0.3560000E+03  0.19550E+00    3    60527    -4     1     T
    12622  0.3570000E+03  0.19550E+00    3    60573    -4     1     T
    12656  0.3580000E+03  0.71259E-01    3    60684    -4     1     T
    12680  0.3590000E+03  0.11172E+00    4    60749    -4     1     T
    12702  0.3600000E+03  0.19550E+00    5    60803    -4     1     T
    12724  0.3610000E+03  0.19550E+00    4    60852    -4     1     T
    12729  0.3620000E+03  0.20000E+00    3    60871    -4     1     T
    12751  0.3630000E+03  0.19550E+00    3    60918    -4     1     T
    12773  0.3640000E+03  0.19550E+00    2    60962    -4     1     T
    12777  0.3650000E+03  0.25000E+00    2    60972    -4     1     T
    12803  0.3660000E+03  0.10860E+00    4    61050    -4     1     T
    12825  0.3670000E+03  0.19550E+00    4    61100    -4     1     T
    12847  0.3680000E+03  0.19550E+00    3    61146    -4     1     T
    12869  0.3690000E+03  0.19550E+00    2    61190    -4     1     T
    12891  0.3700000E+03  0.19550E+00    2    61234    -4     1     T
    12922  0.3710000E+03  0.83050E-01    3    61328    -4     1     T
    12946  0.3720000E+03  0.10725E+00    4    61390    -4     1     T
    12955  0.3730000E+03  0.11111E+00    3    61427    -4     1     T
    12961  0.3740000E+03  0.19048E+00    2    61446    -4     1     T
    12983  0.3750000E+03  0.19550E+00    2    61490    -4     1     T
    13005  0.3760000E+03  0.19550E+00    2    61534    -4     1     T
    13036  0.3770000E+03  0.80984E-01    3    61631    -4     1     T
    13058  0.3780000E+03  0.19550E+00    4    61685    -4     1     T
    13116  0.3790000E+03  0.31451E-01    4    61901    -4     1     T
    13156  0.3800000E+03  0.38952E-01    3    62034    -4     1     T
    13187  0.3810000E+03  0.65575E-01    4    62130    -4     1     T
    13214  0.3820000E+03  0.12969E+00    6    62209    -4     1     T
    13239  0.3830000E+03  0.89373E-01    4    62276    -4     1     T
    13264  0.3840000E+03  0.89373E-01    4    62343    -4     1     T
    13288  0.3850000E+03  0.10427E+00    4    62404    -4     1     T
    13311  0.3860000E+03  0.13034E+00    4    62460    -4     1     T
    13333  0.3870000E+03  0.19550E+00    5    62512    -4     1     T
    13338  0.3880000E+03  0.20000E+00    5    62537    -4     1     T
    13360  0.3890000E+03  0.19550E+00    4    62586    -4     1     T
    13382  0.3900000E+03  0.19550E+00    4    62635    -4     1     T
    13407  0.3910000E+03  0.20153E+00    5    62704    -4     1     T
    13413  0.3920000E+03  0.21429E+00    4    62729    -4     1     T
    13435  0.3930000E+03  0.19550E+00    3    62775    -4     1     T
    13457  0.3940000E+03  0.19550E+00    3    62821    -4     1     T
    13461  0.3950000E+03  0.25000E+00    5    62840    -4     1     T
    13465  0.3960000E+03  0.25000E+00    4    62859    -4     1     T
    13469  0.3970000E+03  0.25000E+00    4    62875    -4     1     T
    13491  0.3980000E+03  0.19550E+00    3    62921    -4     1     T
    13513  0.3990000E+03  0.19550E+00    3    62967    -4     1     T
    13588  0.4000000E+03  0.27980E-01    4    63263    -4     1     T
    13620  0.4010000E+03  0.37923E-01    4    63391    -4     1     T
    13657  0.4020000E+03  0.39860E-01    4    63514    -4     1     T
    13689  0.4030000E+03  0.52460E-01    3    63611    -4     1     T
    13716  0.4040000E+03  0.12969E+00    6    63689    -4     1     T
    13727  0.4050000E+03  0.11027E+00    4    63732    -4     1     T
    13758  0.4060000E+03  0.88170E-01    3    63826    -4     1     T
    13766  0.4070000E+03  0.13333E+00    4    63857    -4     1     T
    13773  0.4080000E+03  0.14286E+00    3    63885    -4     1     T
    13795  0.4090000E+03  0.19550E+00    5    63935    -4     1     T
    13800  0.4100000E+03  0.20000E+00    4    63957    -4     1     T
    13805  0.4110000E+03  0.20000E+00    4    63977    -4     1     T
    13810  0.4120000E+03  0.20000E+00    3    63995    -4     1     T
    13880  0.4130000E+03  0.30698E-01    4    64265    -4     1     T
    13904  0.4140000E+03  0.66701E-01    4    64360    -4     1     T
    13928  0.4150000E+03  0.11172E+00    3    64420    -4     1     T
    13933  0.4160000E+03  0.35714E+00    6    64440    -4     1     T
    13955  0.4170000E+03  0.19550E+00    2    64484    -4     1     T
    13959  0.4180000E+03  0.25000E+00    3    64497    -4     1     T
    13981  0.4190000E+03  0.19550E+00    2    64541    -4     1     T
    13984  0.4200000E+03  0.37500E+00    4    64551    -4     1     T
    14006  0.4210000E+03  0.19550E+00    2    64595    -4     1     T
