"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"1/21/2000","-91.875","37.9357986450195","280","5.524","-8.77699999999999","0.00686646","3.3228789947943","0.282759190686883","12.23172288",
"1/22/2000","-91.875","37.9357986450195","280","6.08600000000001","-1.76499999999999","2.732850576","3.40444256854655","0.800102584914513","6.850073808",
"1/23/2000","-91.875","37.9357986450195","280","4.06900000000002","-6.63499999999999","0.98876898","3.648848438995","0.732952552050256","10.87700364",
"1/24/2000","-91.875","37.9357986450195","280","1.743","-9.22399999999999","0.10299672","2.06733759236781","0.481555072667035","12.7903446",
"1/25/2000","-91.875","37.9357986450195","280","-3.51799999999997","-7.24000000000001","0.3845216376","5.40521069443429","0.687050495693724","10.77794838",
"1/26/2000","-91.875","37.9357986450195","280","-1.92099999999999","-9.51600000000002","0.0034332264","2.88731438728964","0.582344402174901","11.86279146",
"1/27/2000","-91.875","37.9357986450195","280","0.314999999999998","-9.084","0","4.0607995643041","0.498902384484711","11.93112702",
"1/28/2000","-91.875","37.9357986450195","280","-2.08999999999998","-6.74599999999998","4.16793834","3.94870489025909","0.751971611268037","5.4146844",
"1/29/2000","-91.875","37.9357986450195","280","-2.339","-5.75099999999998","6.608961648","2.56422551936391","0.89594247620267","5.01913008",
"1/30/2000","-91.875","37.9357986450195","280","-2.70600000000002","-5.84300000000002","0.823975848","5.10437218274845","0.860016526081442","8.5747518",
"1/31/2000","-91.875","37.9357986450195","280","-0.896999999999991","-11.608","0.175094748","4.01125528530096","0.933491909552458","13.75661304",
"2/1/2000","-91.875","37.9357986450195","280","-0.954999999999984","-11.163","0.968170716","3.41887265851607","0.928349383621212","9.44493444",
"2/2/2000","-91.875","37.9357986450195","280","2.10500000000002","-13.293","0","3.93736836976766","0.910143280297337","13.920075",
"2/3/2000","-91.875","37.9357986450195","280","5.916","-2.03699999999998","0.20256048","5.47202232635497","0.922124941022341","5.3246268",
"2/4/2000","-91.875","37.9357986450195","280","-0.382000000000005","-4.983","0.410270832","5.8516161575698","0.827907355893652","8.64624276",
"2/5/2000","-91.875","37.9357986450195","280","5.11599999999999","-6.69799999999998","0","2.38450746552247","0.675997010997934","14.3734536",
"2/6/2000","-91.875","37.9357986450195","280","10.67","-5.02499999999998","0","3.55522911180752","0.594532415219358","13.72786668",
"2/7/2000","-91.875","37.9357986450195","280","10.247","-0.600999999999999","0","3.34900494004116","0.728686642936359","14.34785688",
"2/8/2000","-91.875","37.9357986450195","280","11.282","-1.69200000000001","0.0549316224","2.97580371363848","0.757144171639927","13.68349002",
"2/9/2000","-91.875","37.9357986450195","280","18.825","4.27600000000001","0","6.14681515564246","0.574378926845688","14.31697752",
"2/10/2000","-91.875","37.9357986450195","280","19.165","5.13600000000002","0.6042481848","6.4514498437863","0.695602316256525","11.03658966",
"2/11/2000","-91.875","37.9357986450195","280","4.48700000000002","-0.637999999999977","0.346755924","5.21999355766721","0.68815201679205","9.69018984",
"2/12/2000","-91.875","37.9357986450195","280","7.59899999999999","-2.64699999999999","0.2197263816","3.43746226056648","0.749079294802022","13.99837752",
"2/13/2000","-91.875","37.9357986450195","280","7.38499999999999","1.18099999999998","4.858019784","4.00163975182703","0.909410827413675","1.24318134",
"2/14/2000","-91.875","37.9357986450195","280","6.15699999999998","-1.38400000000001","0.322723332","3.73898752524891","0.742197716480205","13.98729078",
"2/15/2000","-91.875","37.9357986450195","280","16.604","0.788000000000011","0","6.40154659197237","0.654175067649866","14.80004784",
"2/16/2000","-91.875","37.9357986450195","280","9.43200000000002","0.10899999999998","0","4.50171824943507","0.585979615677577","15.49934676",
"2/17/2000","-91.875","37.9357986450195","280","4.97899999999999","0.117000000000019","13.046266152","5.74754924544613","0.78012056635788","1.39348116",
"2/18/2000","-91.875","37.9357986450195","280","9.88099999999997","-0.0640000000000214","14.03160048","5.0850606892664","0.928241560910577","1.986581088",
"2/19/2000","-91.875","37.9357986450195","280","5.82100000000003","-0.509999999999991","0.326156652","3.45851783120896","0.791818355586313","14.59692936",
"2/20/2000","-91.875","37.9357986450195","280","11.29","-1.74799999999999","0","2.74313089185835","0.622455100119337","16.71255072",
"2/21/2000","-91.875","37.9357986450195","280","14.434","3.69799999999998","0","5.8872668546009","0.614584176408692","6.54642972",
"2/22/2000","-91.875","37.9357986450195","280","21.977","8.12700000000001","0.0240325992","6.24144163151373","0.58486469022437","8.04301866",
"2/23/2000","-91.875","37.9357986450195","280","15.144","12.21","2.8873431","8.23492401557124","0.706711148375522","3.52608552",
"2/24/2000","-91.875","37.9357986450195","280","24.711","11.986","0.226593","6.49569353213124","0.546977956046006","16.58716956",
"2/25/2000","-91.875","37.9357986450195","280","18.91","15.771","22.367480724","8.32627107056536","0.811333571828262","3.30569676",
"2/26/2000","-91.875","37.9357986450195","280","15.772","7.07299999999998","7.17544728","5.22056836692194","0.845687906810368","2.608425",
"2/27/2000","-91.875","37.9357986450195","280","13.539","3.02100000000002","0","3.23421414786581","0.555900132123163","17.9215326",
"2/28/2000","-91.875","37.9357986450195","280","18.32","4.00700000000001","0","4.86178024305534","0.477880508090585","17.7378723",
"2/29/2000","-91.875","37.9357986450195","280","16.842","10.168","2.56462182","7.86765554469892","0.663484287248163","5.75685306",
"3/1/2000","-91.875","37.9357986450195","280","13.019","4.35300000000001","0.2162933784","4.97344957856113","0.519817860824169","18.4838031",
"3/2/2000","-91.875","37.9357986450195","280","12.271","1.54899999999998","0.2986910928","2.9046687827397","0.55945648880431","12.40452702",
"3/3/2000","-91.875","37.9357986450195","280","6.09199999999998","2.238","10.864447092","3.84306217000873","0.883340485862072","4.1622147",
"3/4/2000","-91.875","37.9357986450195","280","13.499","-1.63299999999998","0.025749216","2.10296343541145","0.72039818360087","19.18170387",
"3/5/2000","-91.875","37.9357986450195","280","18.156","2.19299999999998","0","3.10378243152164","0.565243197338582","19.2049911",
"3/6/2000","-91.875","37.9357986450195","280","18.74","7.52300000000002","0","4.91347332247928","0.648582278776698","11.3476482",
"3/7/2000","-91.875","37.9357986450195","280","26.378","12.512","0","5.2069932685332","0.565359398013218","18.32546583",
"3/8/2000","-91.875","37.9357986450195","280","22.185","14.715","1.1947632984","7.94643011065616","0.530023879081849","9.84757572",
"3/9/2000","-91.875","37.9357986450195","280","14.108","3.09699999999998","0","5.04034724635839","0.492351760501132","19.65847392",
"3/10/2000","-91.875","37.9357986450195","280","9.60899999999998","-0.0029999999999859","0.7793421408","3.30293227607111","0.557281303398931","13.6699299",
"3/11/2000","-91.875","37.9357986450195","280","5.52100000000002","-1.87599999999998","12.462613056","5.35906698269257","0.791069577170873","10.872619092",
"3/12/2000","-91.875","37.9357986450195","280","11.39","-2.815","0.0102996864","2.34556274437743","0.575792968496391","19.95131538",
"3/13/2000","-91.875","37.9357986450195","280","12.408","2.98500000000001","0.2952573192","3.50103694703912","0.80072386934972","17.973060768",
"3/14/2000","-91.875","37.9357986450195","280","19.383","4.166","0","4.37245140695802","0.531343198523111","18.90950508",
"3/15/2000","-91.875","37.9357986450195","280","22.349","8.92899999999997","0","4.49059666365931","0.559194623614479","19.454563368",
"3/16/2000","-91.875","37.9357986450195","280","11.797","3.279","1.1672969328","5.15199111695266","0.771932666053562","6.16162689",
"3/17/2000","-91.875","37.9357986450195","280","11.449","1.48099999999999","0","4.38078035710288","0.444477143233234","19.8118089",
"3/18/2000","-91.875","37.9357986450195","280","8.09899999999999","3.197","8.100702972","4.39764407044253","0.834141158289913","4.686916698",
"3/19/2000","-91.875","37.9357986450195","280","7.90600000000001","2.25200000000001","3.462409728","2.56285487471615","0.919544163739563","3.687691158",
"3/20/2000","-91.875","37.9357986450195","280","14.032","0.459000000000003","0.096130368","3.35531957876471","0.740351095179116","20.78375778",
"3/21/2000","-91.875","37.9357986450195","280","18.881","0.836999999999989","0","1.4970135268669","0.687860714023552","15.579561402",
"3/22/2000","-91.875","37.9357986450195","280","17.535","5.72699999999998","0","2.42881144808294","0.728101592215189","13.048363044",
"3/23/2000","-91.875","37.9357986450195","280","23.411","10.271","0","4.66803952737579","0.631555052467021","18.988817544",
"3/24/2000","-91.875","37.9357986450195","280","24.715","14.688","0.89263944","5.27818626788066","0.566482921837049","21.32977482",
"3/25/2000","-91.875","37.9357986450195","280","22.029","8.34800000000001","0","2.64681607446618","0.491049401073347","21.888902232",
"3/26/2000","-91.875","37.9357986450195","280","23.819","7.10199999999998","5.4141984","4.72919404642853","0.647773893605477","20.517466968",
"3/27/2000","-91.875","37.9357986450195","280","17.53","5.22399999999999","0.5149836","5.19589969147567","0.507010815815639","23.139507384",
"3/28/2000","-91.875","37.9357986450195","280","11.637","-0.37700000000001","0","4.32210674235116","0.472418189268308","23.765288472",
"3/29/2000","-91.875","37.9357986450195","280","8.34500000000003","2.66800000000001","8.950425516","2.43083144772503","0.720127439242664","3.97355652",
"3/30/2000","-91.875","37.9357986450195","280","14.694","4.35300000000001","0.470352528","2.00249760064231","0.739817746294856","17.144158716",
"3/31/2000","-91.875","37.9357986450195","280","19.952","2.702","0","1.69755988796843","0.520901428884086","23.553452952",
"4/1/2000","-91.875","37.9357986450195","280","20.883","7.76799999999997","0.0377655048","1.84903792999485","0.47062928245165","16.293433896",
"4/2/2000","-91.875","37.9357986450195","280","18.439","8.899","1.9174575744","1.9482814796686","0.753037654214353","13.208680152",
"4/3/2000","-91.875","37.9357986450195","280","14.608","6.05599999999998","0","4.81097622514486","0.541751652898087","21.761320176",
"4/4/2000","-91.875","37.9357986450195","280","10.849","1.62299999999999","0","4.88273252894674","0.343721574093866","25.293372912",
"4/5/2000","-91.875","37.9357986450195","280","27.819","3.87799999999999","0","6.84546515566881","0.35817612580017","24.07983444",
"4/6/2000","-91.875","37.9357986450195","280","25.219","10.38","0.34160652","3.24964559377599","0.432847481609642","23.320801062",
"4/7/2000","-91.875","37.9357986450195","280","24.747","4.38099999999997","1.251411516","7.18670556740222","0.594434184787611","14.033134782",
"4/8/2000","-91.875","37.9357986450195","280","11.983","0.863","0.70381188","5.4667212777265","0.419009559385254","25.538063652",
"4/9/2000","-91.875","37.9357986450195","280","21.394","2.601","0","4.04036137523603","0.318333242998308","25.714297368",
"4/10/2000","-91.875","37.9357986450195","280","23.004","7.35700000000003","0.3776553","4.08527173644017","0.462989525893211","23.2332786",
"4/11/2000","-91.875","37.9357986450195","280","16.845","5.702","2.030753988","4.28855762137927","0.67226595277751","17.795474352",
"4/12/2000","-91.875","37.9357986450195","280","15.981","3.226","0","3.65967171469447","0.412471523991397","23.364115344",
"4/13/2000","-91.875","37.9357986450195","280","23.512","2.755","0","2.6248954821197","0.39736964696333","26.007190146",
"4/14/2000","-91.875","37.9357986450195","280","25.204","8.923","0","3.93092648411523","0.585631185801319","25.810142526",
"4/15/2000","-91.875","37.9357986450195","280","24.165","10.865","0.0411987312","4.44379089573264","0.685569638715075","22.794806142",
"4/16/2000","-91.875","37.9357986450195","280","22.844","6.93700000000001","8.909226684","4.78073491835499","0.684382394656058","11.222939322",
"4/17/2000","-91.875","37.9357986450195","280","17.818","4.20699999999999","0.1424789424","3.99748349642094","0.63218627892847","20.45829609",
"4/18/2000","-91.875","37.9357986450195","280","27.315","2.63799999999998","0","2.9226947129303","0.521513598333161","26.509551984",
"4/19/2000","-91.875","37.9357986450195","280","31.524","16.047","0.58879872","6.7767753047848","0.539222122608377","24.38561088",
"4/20/2000","-91.875","37.9357986450195","280","23.588","7.88900000000001","1.174164552","8.13129660257702","0.566613545834344","16.375114836",
"4/21/2000","-91.875","37.9357986450195","280","19.767","4.86000000000001","0.0514984104","5.96783675032449","0.466473169901995","24.58581021",
"4/22/2000","-91.875","37.9357986450195","280","27.38","2.26900000000001","0","1.9961866277173","0.341738609699295","27.325351872",
"4/23/2000","-91.875","37.9357986450195","280","20.245","10.919","2.2041325224","4.28245472066171","0.574979770697973","5.151205476",
"4/24/2000","-91.875","37.9357986450195","280","16.13","9.24400000000003","1.443672396","4.02211987882675","0.787487112643072","10.795725918",
"4/25/2000","-91.875","37.9357986450195","280","22.031","5.19900000000001","0","2.86478801232252","0.472877014069405","27.751726872",
"4/26/2000","-91.875","37.9357986450195","280","24.765","2.42599999999999","0","1.41853418445008","0.392441170458293","28.216120644",
"4/27/2000","-91.875","37.9357986450195","280","20.147","9.21300000000002","0.1802445552","4.75173638602116","0.461031194658087","10.95361992",
"4/28/2000","-91.875","37.9357986450195","280","22.926","6.19","0.0034332264","3.15153169073644","0.552097160391455","19.6968978",
"4/29/2000","-91.875","37.9357986450195","280","25.181","8.86599999999999","0","2.74658987732045","0.465821365766226","27.831772188",
"4/30/2000","-91.875","37.9357986450195","280","27.713","12.152","0","4.32450673628882","0.445391322585063","27.936564768",
"5/1/2000","-91.875","37.9357986450195","280","22.299","11.948","0.3639221064","3.11620504347765","0.70942552204252","12.345186636",
"5/2/2000","-91.875","37.9357986450195","280","27.259","11.741","0.18882756","2.0845904422372","0.778999049986403","15.183961272",
"5/3/2000","-91.875","37.9357986450195","280","25.789","12.148","0.604247544","3.47737428400947","0.722466076644814","24.247181412",
"5/4/2000","-91.875","37.9357986450195","280","26.538","14.031","1.551821148","2.67391467135809","0.706169574376917","22.160362932",
"5/5/2000","-91.875","37.9357986450195","280","27.394","16.63","0.1064301192","4.51326717115054","0.659656379231464","26.331353424",
"5/6/2000","-91.875","37.9357986450195","280","23.221","17.319","5.431365576","4.98488345161102","0.835235873426424","6.92212302",
"5/7/2000","-91.875","37.9357986450195","280","30.794","18.151","0.477217332","4.7730167519325","0.624757300413566","24.18654195",
"5/8/2000","-91.875","37.9357986450195","280","35.827","19.919","0","5.47013371354367","0.485227665607322","22.328217288",
"5/9/2000","-91.875","37.9357986450195","280","25.1","7.88200000000001","5.475999816","3.99293461048325","0.724962931184137","5.544675828",
"5/10/2000","-91.875","37.9357986450195","280","27.112","4.34699999999998","0","3.82949522159083","0.449615943704882","29.573045748",
"5/11/2000","-91.875","37.9357986450195","280","33.695","17.228","0.0171661392","7.52690765112689","0.541188165202474","26.35008948",
"5/12/2000","-91.875","37.9357986450195","280","33.859","16.289","0","6.01654508902183","0.57465414685261","28.25347068",
"5/13/2000","-91.875","37.9357986450195","280","19.207","5.90300000000002","0","4.71214587592071","0.358679429539577","30.56351904",
"5/14/2000","-91.875","37.9357986450195","280","24.521","-0.406000000000006","0","1.69184647743486","0.436241753423548","29.133287028",
"5/15/2000","-91.875","37.9357986450195","280","24.225","4.60599999999999","0.41198706","3.20881540018459","0.493732156013214","23.917500396",
"5/16/2000","-91.875","37.9357986450195","280","28.941","13.025","0.202560444","5.22521747776028","0.442925235393756","25.56123696",
"5/17/2000","-91.875","37.9357986450195","280","32.375","18.526","0.00686646","5.67150718668688","0.511297348783975","17.14174074",
"5/18/2000","-91.875","37.9357986450195","280","28.059","18.81","0","6.7639838163886","0.485429865886896","23.42582226",
"5/19/2000","-91.875","37.9357986450195","280","20.141","7.33800000000002","0","3.20312050109572","0.663581069289042","21.03896232",
"5/20/2000","-91.875","37.9357986450195","280","25.58","4.88200000000001","0","1.39995415613012","0.614895693561028","24.48625158",
"5/21/2000","-91.875","37.9357986450195","280","24.49","8.86399999999998","0.308990268","2.93321085118095","0.583810574651532","21.70266264",
"5/22/2000","-91.875","37.9357986450195","280","32.913","14.853","0.00686646","3.91915866566025","0.415253525923429","26.64427554",
"5/23/2000","-91.875","37.9357986450195","280","36.138","21.206","0","3.6532184395568","0.352897014629217","26.37624024",
"5/24/2000","-91.875","37.9357986450195","280","35.29","18.583","0.0514984464","3.63641413583194","0.305076367029236","29.19205764",
"5/25/2000","-91.875","37.9357986450195","280","31.222","15.845","0.1459121904","2.43189384550506","0.441080625691689","28.82227734",
"5/26/2000","-91.875","37.9357986450195","280","27.605","16.453","16.112139552","4.35222786309407","0.849104377897865","13.29170508",
"5/27/2000","-91.875","37.9357986450195","280","32.408","17.581","1.0196687664","4.38865242343553","0.652360562297388","15.28036938",
"5/28/2000","-91.875","37.9357986450195","280","26.528","12.17","0","4.96610168911947","0.480093616465847","30.854861208",
"5/29/2000","-91.875","37.9357986450195","280","37.796","8.77600000000001","0","1.47323593305495","0.488498222735701","30.12823098",
"5/30/2000","-91.875","37.9357986450195","280","36.082","18.648","0","4.78468792939846","0.411683720214582","26.1758304",
"5/31/2000","-91.875","37.9357986450195","280","37.128","23.162","0","4.3854026454908","0.404013471622637","29.79607608",
"6/1/2000","-91.875","37.9357986450195","280","35.296","20.839","0","3.92665980047258","0.380020730163958","29.68182828",
"6/2/2000","-91.875","37.9357986450195","280","27.154","17.634","0","3.00608922898433","0.449703153726419","17.02771812",
"6/3/2000","-91.875","37.9357986450195","280","29.829","13.365","0","2.52373406532508","0.402254413606041","29.28004344",
"6/4/2000","-91.875","37.9357986450195","280","32.58","14.775","0","2.57196960205796","0.431795949088557","28.911771432",
"6/5/2000","-91.875","37.9357986450195","280","20.087","8.536","0.0823974984","4.56964586445309","0.666882317188842","18.09218898",
"6/6/2000","-91.875","37.9357986450195","280","26.298","6.30399999999997","0","2.35047127081014","0.523937596456162","31.54595832",
"6/7/2000","-91.875","37.9357986450195","280","29.978","10.215","0","3.03568534990593","0.284395300215609","31.89536784",
"6/8/2000","-91.875","37.9357986450195","280","33.51","14.891","0","3.76841514830329","0.269536086328075","31.4238402",
"6/9/2000","-91.875","37.9357986450195","280","34.058","16.375","0","3.96660651307154","0.359507143992592","29.18452626",
"6/10/2000","-91.875","37.9357986450195","280","28.287","20.776","2.2865292504","4.48879120080816","0.704218459755239","13.13336142",
"6/11/2000","-91.875","37.9357986450195","280","23.165","19.738","18.2785015728","2.83638498344469","0.929320190962456","3.300695388",
"6/12/2000","-91.875","37.9357986450195","280","30.727","21.273","2.338027776","4.06412687812357","0.703488384935519","26.241693372",
"6/13/2000","-91.875","37.9357986450195","280","35.556","22.174","0","5.41053408999346","0.441335761760401","29.93383422",
"6/14/2000","-91.875","37.9357986450195","280","26.037","17.507","3.54652092","4.83268488489026","0.635677134857709","13.9439196",
"6/15/2000","-91.875","37.9357986450195","280","32.509","14.797","0","3.72857260408156","0.449784950626232","30.57091398",
"6/16/2000","-91.875","37.9357986450195","280","23.801","16.104","12.3973848","2.96860268243823","0.856320326462388","6.550651908",
"6/17/2000","-91.875","37.9357986450195","280","17.331","14.266","15.35682726","2.63149625743879","0.955563995629945","5.47740378",
"6/18/2000","-91.875","37.9357986450195","280","27.325","13.628","2.279662596","2.15000088774243","0.762148178240646","22.647712032",
"6/19/2000","-91.875","37.9357986450195","280","31.435","15.39","1.232529156","3.13113050892519","0.769343143656567","20.69426358",
"6/20/2000","-91.875","37.9357986450195","280","35.022","21.591","6.80465808","5.282406881132","0.722033395046869","19.54406358",
"6/21/2000","-91.875","37.9357986450195","280","33.279","17.579","1.31492592","3.50039271345552","0.546458595183387","26.37512064",
"6/22/2000","-91.875","37.9357986450195","280","34.472","16.035","0","2.75754535651494","0.494237285170066","30.97479744",
"6/23/2000","-91.875","37.9357986450195","280","36.036","19.904","2.70881316","3.03496508205621","0.579145734363083","28.58315778",
"6/24/2000","-91.875","37.9357986450195","280","32.228","20.427","6.6604662","4.36664654230586","0.67537628395791","19.28423826",
"6/25/2000","-91.875","37.9357986450195","280","38.162","15.34","0","1.92643013059003","0.563673999624283","27.43706664",
"6/26/2000","-91.875","37.9357986450195","280","29.255","19.67","0.0686646864","2.20622905872988","0.608565990242016","10.86637662",
"6/27/2000","-91.875","37.9357986450195","280","29.251","19.06","0.017166132","3.27896877481355","0.437170986883535","26.12452662",
"6/28/2000","-91.875","37.9357986450195","280","26.987","14.164","0","1.82330861304706","0.533208330216624","18.34898022",
"6/29/2000","-91.875","37.9357986450195","280","29.471","11.755","0","2.10212536691538","0.52945187414397","31.15261404",
"6/30/2000","-91.875","37.9357986450195","280","27.016","13.088","0.0240325848","2.16843511979202","0.516967480503592","12.083287248",
"7/1/2000","-91.875","37.9357986450195","280","30.528","17.584","1.1527063704","3.53846500297157","0.711241749090024","25.08733494",
"7/2/2000","-91.875","37.9357986450195","280","36.93","21.925","0.307273968","3.79417734405842","0.544154507520562","24.261294888",
"7/3/2000","-91.875","37.9357986450195","280","35.207","23.625","0.20942694","3.32593112523936","0.616728353336353","12.3638058",
"7/4/2000","-91.875","37.9357986450195","280","34.504","23.377","0.099563616","3.46961702490504","0.487858058093641","20.622085992",
"7/5/2000","-91.875","37.9357986450195","280","37.944","23.439","0","3.23648378088649","0.375353109452884","28.87577046",
"7/6/2000","-91.875","37.9357986450195","280","37.883","22.996","0.211143528","2.69701963514426","0.447332672442241","28.7238321",
"7/7/2000","-91.875","37.9357986450195","280","38.279","21.618","0","2.18376088321517","0.434208336961264","29.56050486",
"7/8/2000","-91.875","37.9357986450195","280","38.42","20.734","0","2.59579465940882","0.407587918127252","29.46177954",
"7/9/2000","-91.875","37.9357986450195","280","38.743","22.678","0","3.26044878706287","0.346211788441334","29.74995108",
"7/10/2000","-91.875","37.9357986450195","280","39.389","25.296","0","4.26957463891012","0.367358697806121","29.72447046",
"7/11/2000","-91.875","37.9357986450195","280","38.334","21.737","3.3559794","3.40711924768375","0.436224119912861","26.66497707",
"7/12/2000","-91.875","37.9357986450195","280","38.133","20.805","0","2.37292135947486","0.458602220959234","25.44558822",
"7/13/2000","-91.875","37.9357986450195","280","36.62","17.3","0","2.41625589366329","0.459787386998228","29.99233728",
"7/14/2000","-91.875","37.9357986450195","280","38.301","18.124","0","3.03473701841723","0.298213305778719","30.066807168",
"7/15/2000","-91.875","37.9357986450195","280","37.72","15.482","0","2.59526541028167","0.304333140622504","29.25540306",
"7/16/2000","-91.875","37.9357986450195","280","42.058","19.1","0","2.20021509628755","0.335661986842382","28.26258498",
"7/17/2000","-91.875","37.9357986450195","280","32.644","20.076","0","2.76300220103043","0.476781130031008","9.77337702",
"7/18/2000","-91.875","37.9357986450195","280","37.461","17.924","2.928542724","2.94512474922586","0.578574174125786","18.87654852",
"7/19/2000","-91.875","37.9357986450195","280","30.866","16.323","0.1012801968","2.86145866803088","0.663844778819658","25.23301668",
"7/20/2000","-91.875","37.9357986450195","280","35.048","13.099","0","1.88571631175244","0.547403095023737","27.77169078",
"7/21/2000","-91.875","37.9357986450195","280","30.911","11.654","0","1.92326802355688","0.43399416948982","26.59117212",
"7/22/2000","-91.875","37.9357986450195","280","29.867","11.603","0","1.56165284976295","0.390066441038309","16.58924946",
"7/23/2000","-91.875","37.9357986450195","280","29.194","9.66899999999998","0","2.37850240773458","0.429757574723008","29.13805404",
"7/24/2000","-91.875","37.9357986450195","280","30.346","9.38299999999998","0","1.86886889184711","0.466517463674433","29.255281488",
"7/25/2000","-91.875","37.9357986450195","280","34.558","13.496","0","1.73048910224146","0.331056391863558","29.269748448",
"7/26/2000","-91.875","37.9357986450195","280","34.25","16.372","0","2.5552020643248","0.293202942847507","28.8998406",
"7/27/2000","-91.875","37.9357986450195","280","37.783","19.193","0","2.12634291613638","0.362224854854499","28.49557878",
"7/28/2000","-91.875","37.9357986450195","280","29.792","18.82","8.6929340328","2.44191418299362","0.66768783004516","10.921566312",
"7/29/2000","-91.875","37.9357986450195","280","26.84","16.76","27.70181424","1.09957020488703","0.843743839207038","11.990021868",
"7/30/2000","-91.875","37.9357986450195","280","27.554","16.082","0.489235068","1.9286118469294","0.68157199272379","12.04160436",
"7/31/2000","-91.875","37.9357986450195","280","31.378","15.292","0.169944696","1.25605837634103","0.718865191689302","26.199724932",
"8/1/2000","-91.875","37.9357986450195","280","34.723","14.229","0","1.46662658055506","0.531884830113782","28.158131448",
"8/2/2000","-91.875","37.9357986450195","280","34.891","18.511","0","2.45032045781751","0.434547290141087","23.44483296",
"8/3/2000","-91.875","37.9357986450195","280","38.169","19.839","0","1.48285239756903","0.365432461583022","27.63167994",
"8/4/2000","-91.875","37.9357986450195","280","40.392","20.301","0","1.80345652406902","0.423299247335352","27.189851472",
"8/5/2000","-91.875","37.9357986450195","280","38.267","22.619","0","4.91257919215907","0.340531548680759","24.32543184",
"8/6/2000","-91.875","37.9357986450195","280","40.048","22.012","0.82054152","4.42813849010613","0.307789181527201","26.6680746",
"8/7/2000","-91.875","37.9357986450195","280","38.06","22.443","0.259208748","3.20719740687831","0.423176129080825","15.339602088",
"8/8/2000","-91.875","37.9357986450195","280","37.026","25.085","0.0308990592","3.9982177393683","0.435339729726987","18.200983032",
"8/9/2000","-91.875","37.9357986450195","280","38.975","22.248","0.397396188","3.26764926737001","0.394470845543228","24.3399969",
"8/10/2000","-91.875","37.9357986450195","280","38.383","21.455","0.0240326064","2.64633724920201","0.38362543670047","26.4450402",
"8/11/2000","-91.875","37.9357986450195","280","35.359","16.505","0","2.22842670374569","0.345370613939059","27.19956942",
"8/12/2000","-91.875","37.9357986450195","280","39.823","14.002","0","1.76048909862606","0.349347510432644","27.171789768",
"8/13/2000","-91.875","37.9357986450195","280","40.421","18.679","0","2.23852262162891","0.282456704705314","24.939444888",
"8/14/2000","-91.875","37.9357986450195","280","37.478","23.689","0","3.36314065865459","0.280832508074333","20.44489914",
